,id,name,lat,lng,category
127,502df65ae4b045d78f2b1db4,雲登渡假飯店,23.465545359250363,120.53863899752122,Resort
128,50ffa60fe4b0176c7335b010,Lumachan Station (鹿麻產車站),23.504054646007997,120.53138120469885,Train Station
129,5cc7cf74d552c7002c911c42,公車奮起湖終點站,23.505956,120.695705,Bus Stop
130,4cb298191168a093205e3c23,奮起湖大飯店 Fen Chi Hu Hotel,23.505305757731897,120.69551973942863,Hotel
131,50868591e4b0805bb78f61b9,聯寶餐廳,23.51091,120.8041,Hotel
132,5cb1df33b77c77002c91c131,ZENGIN 阿里山民宿,23.464787,120.689871,Bed & Breakfast
133,4d91c5179acaa143a970eef0,Alishan Gou Hotel (阿里山閣大飯店),23.515922051193208,120.81452624088031,Hotel
134,4d8f03631716a14398b040f7,義大天悅飯店 E-DA Skylark Hotel,22.73068847604403,120.4014108741302,Hotel
135,4d2d8ecd762fa143c2287a64,三地門屏山旅館,22.708068,120.644557,Motel
136,5c26982c610f04002be8d64f,屏東轉運站,22.669732,120.485113,Bus Station
137,6045f64cac377f66a2613d76,佛光大道,22.753523,120.444757,Monument / Landmark
138,4caed9d61463a143a3c68fa9,統聯客運 屛東站,22.669449873421872,120.48608797738191,Bus Station
139,546cd798498ebf76c63cbbbd,佛光山朝山會館 FGS Pilgrimage Lodge,22.749799,120.446163,Hotel
140,56aa38bc498ef918bbcefd98,薇米文旅 | We-Meet Boutique Hotel,22.669459850837406,120.49011469172164,Hotel
141,59ae731348b04e29209115fb,Fish Hotel (鮪魚家族飯店 屏東館 櫻花蝦),22.669741,120.492854,Hotel
142,4fd0d63ce4b0a91cca53a13c,飛馬大飯店,22.66961097717285,120.48707580566406,Bed & Breakfast
143,5d351079051c210007577e1e,大厝護龍,22.674151,120.480734,Bed & Breakfast
144,4f7728cde4b0e5e2ba687dc5,震點樂時尚旅店 G-Shock Motel,22.735873,120.495759,Motel
145,53a63e0f498ecd1a947e3fbf,微風山谷民宿,23.06395841380004,120.45478820800781,Bed & Breakfast
146,4f0d56e5e4b035449758971d,山妍Villa  Yoyo Villa,23.119553750463353,120.72048194115139,Bed & Breakfast
147,5ea39921227b2a00088c452f,月光山隧道,22.926695,120.52812,Tunnel
148,5e7c4383e0d0d800087dafbd,嘉明湖登山口服務站,23.247713,120.98577,Tourist Information Center
149,4cfa0b86d8468cfa4441eb6b,阿榮的店,23.4302866458886,120.66258430480606,Hostel
150,59b4b4bb12f0a978472cb184,高雄客運 甲仙站,23.082553,120.587754,Bus Station
151,58cdf809739d8523a6278c44,公車東隙頂站,23.430527,120.662842,Bus Stop
152,5c35d3b3625a66002c5cfc9b,初旭民宿,23.430101,120.658413,Hostel
153,4f6fbe01e4b0541c6389349d,四季星空 Seasonstar,23.430931,120.659461,Bed & Breakfast
154,4be51586cf200f477ee2123c,山芙蓉大酒店 Hibiscus Resort,23.22480655813059,120.50106941320841,Hotel
155,5f16ab82fcc0346a34ac657c,Golden Leather Carving Studio (金皮雕),23.465742,120.713085,Bed & Breakfast
156,58a257f39e35d37e2113363d,David's House,23.429417,120.660095,Hotel
157,5319231711d2853b67d2bbb8,茶香花園 山居小鎮館,23.415686611892696,120.6449453418533,Bed & Breakfast
158,51187f37e4b0ec5114bda915,烏巴克藝術天堂,22.884885,120.668379,Bed & Breakfast
159,5d4624e757df85000821fa28,亞比亞納,23.315108,120.67143,Hotel
160,4fc9e812e4b0c15aa18222e2,高雄客運 黃蝶翠谷站,22.93228530883789,120.58778381347656,Bus Stop
161,54b9dceb498ef55d2048b5e5,大埔橋公廁,23.302946090698242,120.62944030761719,Bus Stop
162,4fba0998e4b08e9fbc4047c9,寶來王門飯店,23.096529006958008,120.69393157958984,Resort
163,51306d5de4b02c4451c541d0,麥克亞倫渡假村,23.034341,120.662738,Hotel
164,4bc877fedc55eee1497ae8ac,Chief Spa Hotel Taitung,23.173131759040302,121.04212980938628,Hotel
