,Districts,Neighborhoods,lat,lng
473,鳳山區,正義里,22.602492650000002,120.34029964755754
474,鳳山區,保安里,22.596387800000002,120.3491045541065
475,鳳山區,一甲里,22.600681899999998,120.33721018249307
476,鳳山區,二甲里,22.59685475,120.3401743345745
477,鳳山區,鎮南里,22.5963543,120.33110428719519
478,鳳山區,龍成里,22.5979056,120.32787366890429
479,鳳山區,富甲里,22.59966085,120.33453874260425
480,鳳山區,富榮里,22.5965414,120.33673845516489
481,鳳山區,善美里,22.6012125,120.33385000168468
482,鳳山區,南成里,22.59028275,120.34430978304724
483,鳳山區,南和里,22.5942936,120.3328842295
484,鳳山區,天興里,22.5920584,120.32977709066174
485,鳳山區,大德里,22.589565,120.33196473756647
486,鳳山區,五福里,22.59002195,120.32596897798497
487,鳳山區,福興里,22.5879167,120.32763355251974
488,鳳山區,福誠里,22.594792599999998,120.32424801571767
489,鳳山區,福祥里,22.59259145,120.32616020823022
490,岡山區,潭底里,22.832628,120.307576553914
491,岡山區,嘉峰里,22.8323215,120.31979042560175
492,岡山區,嘉興里,22.82289985,120.30565785751685
493,岡山區,華崗里,22.821635,120.3271401713483
494,岡山區,三和里,22.825156,120.34086893715903
495,岡山區,大莊里,22.807641699999998,120.32346070944445
496,岡山區,為隨里,22.818838200000002,120.28967158384125
